	0	1	2
17	(-7.446084365635974e-10+7.065693781504328e-10j)	(-5.560241042906883e-10+7.444848326982686e-10j)	(-5.11863858556893e-10+6.490846834390139e-10j)
18	(-6.881878009594086e-10+5.761760991854829e-10j)	(-4.899179727321866e-10+6.06398836512439e-10j)	(-4.0680496531789075e-10+6.153725324410224e-10j)
19	(-6.470442004999012e-10+4.88940666102795e-10j)	(-4.663261512707873e-10+4.701882342184098e-10j)	(-2.939087755175647e-10+4.160859618019538e-10j)
20	(-6.240636197305495e-10+3.6773780015034766e-10j)	(-4.448380668655185e-10+2.7288779519489686e-10j)	(-2.7748214021537315e-10+3.050746803043777e-10j)
21	(-8.050302921144376e-10+2.3857544063379765e-10j)	(-5.768698462640401e-10+1.8075122150658536e-10j)	(-3.000277620040449e-10+2.10679307076785e-10j)
22	(-1.3453702414045106e-09-1.1105428033628658e-10j)	(-9.342907675153188e-10-4.432672878652321e-10j)	(-5.509310352691558e-10-5.901151248116236e-10j)
23	(7.607206771280892e-10+3.38696668819307e-10j)	(8.5916680529224e-10+8.052058733294507e-10j)	(7.274918467494001e-10+1.1832873865418136e-09j)
24	(5.21458333333346e-11-4.082708372313221e-10j)	(3.446041666666664e-10-2.3273229913646117e-10j)	(6.491388888888886e-10+5.229831188409356e-11j)
25	(-9.471687249137426e-10+2.727848337568774e-10j)	(-7.623099657090151e-10+4.003275785433444e-11j)	(-5.504927939594912e-10-5.272442542257802e-11j)
26	(-8.941083288971802e-10+3.929393076860157e-10j)	(-7.583651479870615e-10+2.2121554796051983e-10j)	(-5.43376767369527e-10+9.626477575664388e-11j)
27	(-8.245114220265603e-10+4.686666213165091e-10j)	(-6.151785002867509e-10+3.5184714417062894e-10j)	(-4.3268399413268687e-10+2.1093223387978398e-10j)
28	(-6.945129780468682e-10+4.0556118291183843e-10j)	(-5.418277704944721e-10+2.3095636712450286e-10j)	(-4.74000870740161e-10+2.601337952895204e-10j)
29	(-7.085029636087336e-10+3.2737588017264605e-10j)	(-5.420265394151081e-10+2.0056518143696838e-10j)	(-4.2833447324381376e-10+1.6332932955268102e-10j)
30	(-5.096593213968561e-10-1.1199476977031632e-09j)	(1.477376861675725e-10-9.66503669270508e-10j)	(7.535076922215257e-10-5.726184576902493e-10j)
31	(-7.052488642469115e-10+2.932953225386531e-10j)	(-5.875681982140093e-10+1.578902521115619e-10j)	(-4.287889973523444e-10+1.4500711749737174e-10j)
32	(-6.788996661827828e-10+3.2251094478047467e-10j)	(-5.766185265754236e-10+1.2501844829464906e-10j)	(-3.6568690930544176e-10+2.0610932371456238e-10j)
33	(-7.524002202784558e-10+2.528328391419707e-10j)	(-6.167038257645443e-10+1.4904745295919494e-10j)	(-4.731732161653501e-10+1.105443300681187e-10j)
34	(-7.415143759681547e-10+3.08588032834319e-10j)	(-5.741974091278633e-10+1.8496381546564722e-10j)	(-4.528390533041993e-10+1.1803917641149992e-10j)
35	(-6.535660858171188e-10+3.481936296896527e-10j)	(-5.333594207608751e-10+1.7708997569076206e-10j)	(-4.999904471741011e-10+1.7734100927557978e-10j)
36	(-6.732083333333375e-10+4.6095833333333137e-10j)	(-6.6926388888889e-10+2.2762499999999817e-10j)	(-5.481527777777769e-10+1.975833333333346e-10j)
37	(-7.485446512270695e-10+5.95777175365274e-10j)	(-7.57259790866261e-10+3.616761019754037e-10j)	(-7.174219615129998e-10+1.7924760753839198e-10j)
38	(-7.327650581432583e-10+1.2102449889317382e-10j)	(-4.4827350788899554e-10+1.5531665348644584e-11j)	(-2.882261659987095e-10+5.335967469629102e-11j)
39	(-7.45456159294667e-10+3.2682198472741014e-10j)	(-6.040775103244211e-10+1.9190860725633895e-10j)	(-4.5635339625942954e-10+5.754622931663683e-11j)
40	(-7.281285980398044e-10+3.291091336699812e-10j)	(-5.498979636549002e-10+2.3874777514196497e-10j)	(-5.016394763879676e-10+1.0619441720979041e-10j)
41	(-6.307580306840158e-10+2.2853239534943672e-10j)	(-5.025643400089973e-10+2.3388851482704316e-10j)	(-3.85349696399565e-10+1.518330172640911e-10j)
42	(-5.828725903940057e-10+3.494427287984253e-10j)	(-5.658185302347848e-10+2.0442657686321924e-10j)	(-4.319792523893527e-10+1.3918850193101837e-10j)
43	(-6.505223953569042e-10+2.0382731526382e-10j)	(-6.032857221139651e-10+2.1271339021809306e-10j)	(-4.571597127360007e-10+1.5131439100535584e-10j)
44	(-5.630596515105535e-10+3.2112355421877107e-10j)	(-5.362362820727465e-10+2.0757145980769687e-10j)	(-4.5782503741628206e-10+2.1862051867287482e-10j)
45	(-4.4966235690254164e-10+3.992530887890527e-10j)	(-5.334803064169908e-10+3.113930100826734e-10j)	(-5.425807227824112e-10+2.5477045177007043e-10j)
46	(-5.471660998288003e-10+1.6317921020370628e-10j)	(-4.4950174545183254e-10+1.4053637307064984e-10j)	(-4.4196981776785963e-10+1.4733810280574855e-10j)
47	(-6.083007978557167e-10+2.3620544065315273e-10j)	(-5.554109802469399e-10+1.891266791641193e-10j)	(-4.929645458612117e-10+1.2543194452175726e-10j)
48	(-5.462986111111111e-10+2.800028524263621e-10j)	(-4.386736111111122e-10+1.9568565686345799e-10j)	(-4.38527777777775e-10+1.7373431850364412e-10j)
49	(-4.967438404185101e-10+2.574415798565201e-10j)	(-5.454826934674967e-10+2.880841732440821e-10j)	(-4.245026618494384e-10+1.0753303386284977e-10j)
50	(-4.870738723583669e-10+2.0441088509548674e-10j)	(-5.070462811265725e-10+2.2714752552716696e-10j)	(-4.174233084726589e-10+1.1873819255613528e-10j)
51	(-4.939620272862754e-10+1.4583097010911314e-10j)	(-4.6200937814914494e-10+1.1015989218006234e-10j)	(-3.3903840885981026e-10+1.1897158955388521e-10j)
52	(-4.909602503257597e-10+1.0358341655846682e-10j)	(-4.3339722218618965e-10+1.666462223808796e-10j)	(-4.0411047654272354e-10+1.0584929984619565e-10j)
53	(-5.458335328778012e-10+1.9624566785625956e-10j)	(-4.5117961577322375e-10+2.0162908167366467e-10j)	(-4.4809740013525006e-10+1.3264411169691292e-10j)
54	(-4.316455323739247e-10+3.490927658521459e-10j)	(-2.5722091615670844e-10+2.6756550317910547e-10j)	(-3.914450346821087e-10+4.1372532441018856e-11j)
55	(-4.87875121382942e-10+1.202471741344575e-10j)	(-4.755214575752978e-10+1.4540337902175552e-10j)	(-3.656810842840583e-10+1.3472846232069517e-10j)
56	(-4.989214405492936e-10+9.57690456487836e-11j)	(-4.711259999407113e-10+1.544290632936404e-10j)	(-3.5352285022797745e-10+3.105454922205962e-11j)
57	(-4.949514861258837e-10+1.680049847735192e-10j)	(-4.86479407343875e-10+1.2537577319239024e-10j)	(-3.8785824860823285e-10+9.755914265312141e-11j)
58	(-4.957554675669592e-10+1.2340571926615e-10j)	(-4.5599006377771494e-10+9.584209107632208e-11j)	(-4.044662950446811e-10+4.5904665863619175e-11j)
59	(-5.317639515634436e-10+5.087143262502595e-11j)	(-4.435190034770734e-10+1.0046423685465658e-10j)	(-4.308083665575569e-10+1.0960618483830962e-10j)
60	(-4.848835301644345e-10+1.484320998341325e-10j)	(-3.9117656602238437e-10+1.552087934197597e-10j)	(-4.1923777595103044e-10+1.2461982916396343e-10j)
61	(-5.385584808250068e-10+6.125363276323662e-11j)	(-4.882122085239746e-10+1.5739085638159167e-10j)	(-3.8504244123758556e-10+1.4984254282368123e-10j)
62	(-5.088176966642542e-10+1.0783426966728672e-10j)	(-4.697197310920773e-10+1.2135490202590306e-10j)	(-4.2492943545115564e-10+7.509116909067377e-11j)
63	(-5.666215629565206e-10+1.1611950306314544e-10j)	(-4.427583461611087e-10+7.861221164481747e-11j)	(-3.761367539744681e-10+2.1329106669897528e-11j)
64	(-5.347174778118171e-10+1.989062665904519e-10j)	(-3.0674258671926285e-10+6.981015575361579e-11j)	(-2.6967137613885884e-10-8.815413767204677e-13j)
65	(-5.298598968329183e-10+4.3461265379347844e-11j)	(-4.5711819673644033e-10+7.131110665074525e-11j)	(-3.497309471308432e-10+7.134150999709485e-11j)
66	(-4.915233554634215e-10+5.0007864765909766e-11j)	(-4.3628615117311914e-10-1.8462594759711514e-11j)	(-4.071376098177595e-10+6.114591945895449e-11j)
67	(-5.702165883474955e-10-2.338146051289669e-11j)	(-4.3817292491683707e-10+9.049691445726866e-11j)	(-4.1716031153163665e-10-1.4856535283285893e-11j)
68	(-4.2570238448368535e-10+6.32308564712215e-11j)	(-4.697303937378413e-10+1.3875328864397185e-12j)	(-3.944490897517828e-10+1.7537762182617703e-11j)
69	(-5.506495598770329e-10+3.259779170776216e-13j)	(-4.805165292414218e-10+5.449166020281043e-11j)	(-3.7138232231941445e-10+4.471098682827043e-11j)
70	(-5.180574293304192e-10-9.410016825911169e-12j)	(-4.081415191806957e-10-1.766181770942855e-11j)	(-3.865646245368801e-10-3.159630927167015e-11j)
71	(-4.656513157666369e-10+2.060999297821069e-11j)	(-3.540420985854695e-10+3.5974845276465705e-11j)	(-3.769211717767052e-10-1.0546219110911789e-11j)
72	(-4.819166666666697e-10+0j)	(-3.732499999999916e-10+0j)	(-4.3215277777778655e-10+0j)
73	(-4.656513157666374e-10-2.0609992978211148e-11j)	(-3.540420985854699e-10-3.5974845276466397e-11j)	(-3.769211717767052e-10+1.0546219110911283e-11j)
74	(-5.18057429330419e-10+9.410016825910387e-12j)	(-4.081415191806956e-10+1.7661817709427942e-11j)	(-3.865646245368801e-10+3.1596309271669696e-11j)
75	(-5.506495598770332e-10-3.259779170780352e-13j)	(-4.805165292414219e-10-5.449166020281082e-11j)	(-3.7138232231941476e-10-4.471098682827043e-11j)
76	(-4.257023844836857e-10-6.323085647122233e-11j)	(-4.697303937378415e-10-1.3875328864399942e-12j)	(-3.9444908975178315e-10-1.753776218261807e-11j)
77	(-5.702165883474955e-10+2.338146051289651e-11j)	(-4.3817292491683743e-10-9.049691445726884e-11j)	(-4.171603115316371e-10+1.4856535283285663e-11j)
78	(-4.915233554634224e-10-5.0007864765910684e-11j)	(-4.362861511731203e-10+1.8462594759710917e-11j)	(-4.071376098177607e-10-6.114591945895449e-11j)
79	(-5.29859896832919e-10-4.34612653793483e-11j)	(-4.571181967364407e-10-7.131110665074552e-11j)	(-3.497309471308436e-10-7.134150999709536e-11j)
80	(-5.34717477811818e-10-1.9890626659045198e-10j)	(-3.067425867192631e-10-6.981015575361651e-11j)	(-2.6967137613885884e-10+8.815413767198243e-13j)
81	(-5.66621562956521e-10-1.1611950306314544e-10j)	(-4.427583461611094e-10-7.861221164481766e-11j)	(-3.761367539744686e-10-2.1329106669897757e-11j)
82	(-5.088176966642547e-10-1.078342696672871e-10j)	(-4.697197310920777e-10-1.2135490202590316e-10j)	(-4.24929435451156e-10-7.509116909067381e-11j)
83	(-5.385584808250068e-10-6.12536327632368e-11j)	(-4.88212208523975e-10-1.5739085638159182e-10j)	(-3.850424412375862e-10-1.4984254282368136e-10j)
84	(-4.848835301644354e-10-1.4843209983413232e-10j)	(-3.9117656602238504e-10-1.552087934197598e-10j)	(-4.1923777595103106e-10-1.2461982916396287e-10j)
85	(-5.317639515634443e-10-5.087143262502531e-11j)	(-4.435190034770742e-10-1.0046423685465589e-10j)	(-4.3080836655755735e-10-1.0960618483830883e-10j)
86	(-4.957554675669595e-10-1.2340571926615046e-10j)	(-4.5599006377771515e-10-9.58420910763223e-11j)	(-4.044662950446815e-10-4.590466586361949e-11j)
87	(-4.949514861258848e-10-1.6800498477351902e-10j)	(-4.864794073438759e-10-1.253757731923897e-10j)	(-3.8785824860823414e-10-9.755914265312103e-11j)
88	(-4.989214405492937e-10-9.576904564878383e-11j)	(-4.711259999407119e-10-1.544290632936404e-10j)	(-3.5352285022797745e-10-3.1054549222059855e-11j)
89	(-4.878751213829421e-10-1.2024717413445767e-10j)	(-4.755214575752981e-10-1.454033790217553e-10j)	(-3.6568108428405863e-10-1.3472846232069522e-10j)
90	(-4.3164553237392517e-10-3.490927658521457e-10j)	(-2.572209161567087e-10-2.675655031791053e-10j)	(-3.914450346821088e-10-4.137253244101858e-11j)
91	(-5.458335328778013e-10-1.9624566785625928e-10j)	(-4.51179615773224e-10-2.0162908167366456e-10j)	(-4.4809740013525016e-10-1.3264411169691259e-10j)
92	(-4.909602503257592e-10-1.0358341655846678e-10j)	(-4.3339722218618965e-10-1.6664622238087954e-10j)	(-4.0411047654272354e-10-1.0584929984619548e-10j)
93	(-4.939620272862754e-10-1.4583097010911213e-10j)	(-4.6200937814914457e-10-1.1015989218006137e-10j)	(-3.3903840885981e-10-1.1897158955388415e-10j)
94	(-4.870738723583666e-10-2.0441088509548702e-10j)	(-5.070462811265727e-10-2.2714752552716657e-10j)	(-4.174233084726583e-10-1.1873819255613486e-10j)
95	(-4.9674384041851e-10-2.574415798565199e-10j)	(-5.454826934674969e-10-2.8808417324408156e-10j)	(-4.2450266184943874e-10-1.075330338628493e-10j)
96	(-5.462986111111113e-10-2.8000285242636196e-10j)	(-4.3867361111111237e-10-1.956856568634578e-10j)	(-4.385277777777757e-10-1.7373431850364357e-10j)
97	(-6.083007978557165e-10-2.362054406531527e-10j)	(-5.554109802469399e-10-1.8912667916411928e-10j)	(-4.929645458612115e-10-1.2543194452175706e-10j)
98	(-5.471660998287993e-10-1.6317921020370633e-10j)	(-4.4950174545183207e-10-1.4053637307065012e-10j)	(-4.419698177678592e-10-1.473381028057487e-10j)
99	(-4.4966235690254164e-10-3.9925308878905293e-10j)	(-5.334803064169908e-10-3.113930100826734e-10j)	(-5.425807227824111e-10-2.5477045177007023e-10j)
100	(-5.630596515105535e-10-3.2112355421877133e-10j)	(-5.362362820727462e-10-2.07571459807697e-10j)	(-4.5782503741628217e-10-2.1862051867287492e-10j)
101	(-6.505223953569033e-10-2.0382731526381979e-10j)	(-6.032857221139649e-10-2.1271339021809288e-10j)	(-4.571597127360002e-10-1.513143910053557e-10j)
102	(-5.828725903940053e-10-3.4944272879842534e-10j)	(-5.658185302347839e-10-2.0442657686321857e-10j)	(-4.3197925238935205e-10-1.3918850193101755e-10j)
103	(-6.307580306840154e-10-2.28532395349437e-10j)	(-5.025643400089973e-10-2.3388851482704337e-10j)	(-3.8534969639956484e-10-1.5183301726409133e-10j)
104	(-7.281285980398043e-10-3.291091336699808e-10j)	(-5.498979636548997e-10-2.387477751419653e-10j)	(-5.01639476387967e-10-1.0619441720979045e-10j)
105	(-7.454561592946673e-10-3.2682198472741066e-10j)	(-6.040775103244216e-10-1.9190860725633944e-10j)	(-4.5635339625942985e-10-5.754622931663705e-11j)
106	(-7.327650581432577e-10-1.2102449889317387e-10j)	(-4.482735078889947e-10-1.553166534864541e-11j)	(-2.882261659987088e-10-5.335967469629196e-11j)
107	(-7.485446512270705e-10-5.957771753652738e-10j)	(-7.572597908662611e-10-3.616761019754032e-10j)	(-7.174219615129996e-10-1.7924760753839115e-10j)
108	(-6.732083333333375e-10-4.6095833333333137e-10j)	(-6.6926388888889e-10-2.2762499999999817e-10j)	(-5.481527777777769e-10-1.975833333333346e-10j)
109	(-6.535660858171189e-10-3.4819362968965347e-10j)	(-5.333594207608748e-10-1.7708997569076297e-10j)	(-4.999904471741008e-10-1.7734100927558035e-10j)
110	(-7.415143759681544e-10-3.085880328343194e-10j)	(-5.74197409127863e-10-1.8496381546564777e-10j)	(-4.528390533041991e-10-1.180391764115003e-10j)
111	(-7.524002202784561e-10-2.528328391419711e-10j)	(-6.167038257645443e-10-1.4904745295919514e-10j)	(-4.731732161653503e-10-1.1054433006811854e-10j)
112	(-6.788996661827834e-10-3.2251094478047524e-10j)	(-5.766185265754236e-10-1.2501844829464937e-10j)	(-3.6568690930544197e-10-2.0610932371456274e-10j)
113	(-7.052488642469114e-10-2.9329532253865416e-10j)	(-5.875681982140088e-10-1.5789025211156288e-10j)	(-4.2878899735234454e-10-1.4500711749737262e-10j)
114	(-5.096593213968527e-10+1.1199476977031621e-09j)	(1.4773768616757528e-10+9.665036692705058e-10j)	(7.535076922215273e-10+5.726184576902459e-10j)
115	(-7.085029636087341e-10-3.2737588017264687e-10j)	(-5.420265394151081e-10-2.005651814369692e-10j)	(-4.28334473243814e-10-1.6332932955268164e-10j)
116	(-6.945129780468686e-10-4.055611829118393e-10j)	(-5.41827770494472e-10-2.3095636712450337e-10j)	(-4.740008707401611e-10-2.60133795289521e-10j)
117	(-8.245114220265611e-10-4.686666213165095e-10j)	(-6.151785002867513e-10-3.518471441706295e-10j)	(-4.3268399413268713e-10-2.1093223387978457e-10j)
118	(-8.94108328897181e-10-3.9293930768601545e-10j)	(-7.583651479870619e-10-2.2121554796051924e-10j)	(-5.433767673695268e-10-9.626477575664352e-11j)
119	(-9.471687249137422e-10-2.727848337568771e-10j)	(-7.623099657090146e-10-4.003275785433419e-11j)	(-5.504927939594902e-10+5.272442542257777e-11j)
120	(5.214583333333543e-11+4.0827083723132066e-10j)	(3.446041666666671e-10+2.3273229913645952e-10j)	(6.491388888888885e-10-5.2298311884095554e-11j)
121	(7.607206771280888e-10-3.3869666881931267e-10j)	(8.591668052922376e-10-8.052058733294563e-10j)	(7.274918467493966e-10-1.1832873865418183e-09j)
122	(-1.3453702414045096e-09+1.1105428033628892e-10j)	(-9.342907675153161e-10+4.432672878652335e-10j)	(-5.509310352691531e-10+5.90115124811624e-10j)
123	(-8.050302921144385e-10-2.385754406337966e-10j)	(-5.768698462640404e-10-1.8075122150658505e-10j)	(-3.0002776200404536e-10-2.1067930707678548e-10j)
124	(-6.24063619730549e-10-3.6773780015034797e-10j)	(-4.448380668655176e-10-2.7288779519489743e-10j)	(-2.774821402153725e-10-3.050746803043787e-10j)
125	(-6.470442004999022e-10-4.889406661027951e-10j)	(-4.663261512707883e-10-4.701882342184098e-10j)	(-2.9390877551756546e-10-4.160859618019541e-10j)
126	(-6.881878009594095e-10-5.761760991854831e-10j)	(-4.899179727321874e-10-6.063988365124392e-10j)	(-4.0680496531789174e-10-6.153725324410226e-10j)
127	(-7.44608436563598e-10-7.065693781504334e-10j)	(-5.560241042906894e-10-7.444848326982693e-10j)	(-5.118638585568938e-10-6.490846834390146e-10j)
128	(-6.840703560054006e-10-8.310391799064381e-10j)	(-6.135555533719802e-10-7.53657780693183e-10j)	(-4.742042145556994e-10-6.396788074570844e-10j)
129	(6.402483593048965e-10-1.9411061090299342e-09j)	(3.428537516007099e-10-2.1413158603372978e-09j)	(3.6042597250546437e-10-2.2528848044786115e-09j)
130	(-8.359106888223591e-10-9.172131449626241e-10j)	(-7.521977334261832e-10-8.477588573124553e-10j)	(-6.547531651300899e-10-7.227830739841888e-10j)
131	(-1.0000817729656914e-09-8.869187864198521e-10j)	(-8.511837904018944e-10-8.727632769983846e-10j)	(-7.642722916427662e-10-6.995494070521961e-10j)
132	(-1.1419081365022337e-09-9.579012334992015e-10j)	(-1.0343928784220622e-09-8.492078732469047e-10j)	(-8.739011129378606e-10-7.233801708360352e-10j)
133	(-1.2645216036433137e-09-9.820434680517496e-10j)	(-1.0831868060405533e-09-8.441795500033178e-10j)	(-8.979850849771879e-10-7.289865853402636e-10j)
134	(-1.3619468610830903e-09-9.63230963893253e-10j)	(-1.1995454016950997e-09-7.702754885128371e-10j)	(-1.0340169544911062e-09-6.74016953081978e-10j)
135	(-1.4297046581143754e-09-1.0018108133683828e-09j)	(-1.3000272915795932e-09-8.250107901772164e-10j)	(-1.0671540846659937e-09-6.766575554462839e-10j)
136	(-1.6307624614109024e-09-7.208041371763617e-10j)	(-1.3780177030710551e-09-5.464154335509696e-10j)	(-1.292650173384056e-09-4.871153694463509e-10j)
137	(-1.7046808914405698e-09-1.0532424797680367e-09j)	(-1.3439137983796619e-09-9.978412499088746e-10j)	(-1.2675235730430316e-09-7.427726947949358e-10j)
138	(-1.7926113994123886e-09-8.748149579341653e-10j)	(-1.568160782537452e-09-6.796343180406771e-10j)	(-1.3278074966810799e-09-6.685362124135525e-10j)
139	(-1.9618869393183272e-09-7.716082365095339e-10j)	(-1.7202452105652782e-09-6.407336560756693e-10j)	(-1.4286209937039074e-09-5.499429284469448e-10j)
140	(-1.8789511159025836e-09-5.970076639505698e-10j)	(-1.6357619313099022e-09-6.493979431366452e-10j)	(-1.4248407186670132e-09-4.777092382958691e-10j)
141	(-1.9989652809948144e-09-5.242579563776826e-10j)	(-1.8302528100688227e-09-4.2805952586505687e-10j)	(-1.547203729400291e-09-3.090911432771572e-10j)
142	(-2.045263879932648e-09-2.647952511227001e-10j)	(-1.784814025063921e-09-2.201415569738342e-10j)	(-1.5505867104973127e-09-1.3523015615706502e-10j)
143	(-2.1296149243050595e-09-5.178232985325478e-10j)	(-1.8387537879523876e-09-4.533483737719163e-10j)	(-1.6177035898987845e-09-4.768685706258947e-10j)
